season,h7,h14,h21,h28
winter,0.6618391493098923,0.6515212788749375,0.6080286667183715,0.6307359942070109
spring,0.6504377548933107,0.6809981125602544,0.6886575801378919,0.6957271298092569
summer,0.6684336840514175,0.7100944750596254,0.6986578395581001,0.7144352804711752
autumn,0.6253236449709632,0.6367157699449388,0.6528101713519208,0.6740107501865168
