season,h7,h14,h21,h28
winter,0.6756910679108115,0.6729226003434237,0.6439597952054119,0.6835958380067074
spring,0.6249703214476591,0.6338356295154244,0.6072927391566819,0.5994478756057579
summer,0.6668651990917496,0.7079814801052211,0.6867607185287606,0.7221215410771907
autumn,0.6253716225748027,0.6334328829767654,0.6516922297312251,0.6568587408564758
